date,en,fr,sr,ja,it,da,tr,no,sv,nl,de,ca,ko,fi
2020-01-28,270772229,26417839,969770,36695494,19294765,959876,2843870,1230153,3299491,5303051,34566859,714643,2452053,2118823
2020-01-29,260524308,26015600,973494,34650392,19490100,938161,2752701,1225745,3094471,5366194,33311431,757586,2470288,2106400
2020-01-30,257732732,24555188,933906,33893561,18178060,893890,2660700,1166535,3089078,4901288,31856944,689571,2335475,2121052
2020-01-31,248206663,22951322,845860,33626559,17598490,876912,2605501,1204035,3252994,4723054,30113907,661387,2324092,1999877
2020-02-01,244934940,23507082,826135,34651834,17464586,835129,2652962,1075363,3290318,4515742,29221609,556026,2170715,1924476
2020-02-02,265318374,27456129,1150396,36954616,20210382,907191,2728751,1116502,3097739,5234944,35084017,632640,2293080,2029731
2020-02-03,276224331,25787122,940335,34561291,19027453,889186,2599486,1222220,3044842,4919389,33685785,713508,2230764,1980355
2020-02-04,261069365,24754793,947481,34049305,20038867,858855,2624269,1515022,3051548,4989753,32094061,747002,2330419,1983825
2020-02-05,262715392,24698002,984140,33744498,20294098,850378,2852988,1431582,3017923,4910799,31689961,782173,2339008,2006531
2020-02-06,259931201,24141824,917994,33521552,19539272,824716,2762688,1316324,3096601,4837886,31790397,760799,2301389,1937618
2020-02-07,247873441,22742902,891907,33665301,17965732,957854,2566452,1191605,3178408,4602894,29972317,712191,2240497,1856474
2020-02-08,263134092,22604824,855976,34798070,18755689,1100136,2693191,1082428,3305430,4436436,29535759,543017,2210947,1910451
2020-02-09,278995396,26517570,938391,36817491,20768380,1100130,2906796,1164583,3237113,5233255,33753849,627259,2293776,2024900
2020-02-10,293768484,25431980,922926,36443917,20149350,887958,2748612,1217187,3073719,4927942,35675408,750090,2707298,2240282
2020-02-11,267073808,24596455,948011,38385027,18521455,812834,2702829,1141136,2938314,4968935,32800687,789968,3944991,2029349
2020-02-12,260339950,24498766,922401,34210143,18118936,773433,2700510,1120735,3509403,4843764,33154450,708657,2459059,1934865
2020-02-13,258557598,24152586,892375,34671709,16932900,806221,2726869,1066795,2837083,4856510,31813118,710767,2310740,1866809
2020-02-14,245577997,24113987,890789,33488904,15717467,814727,2493147,1094274,2889185,4826072,29862177,696352,2238401,1760324
2020-02-15,256179598,23665765,915132,34863473,16392479,857972,2705951,1055862,3301288,5063191,28261065,616912,2212418,1855642
2020-02-16,276950447,27246124,922012,38767212,18555616,961353,2947546,1129810,3149385,5890386,34578981,709028,2261114,1916204
2020-02-17,274320398,26430773,857389,34757178,17712400,1061962,2682411,1030458,2875932,5458341,32945628,712805,2359617,1882910
2020-02-18,270860495,24280341,860455,33316647,17903207,1202218,2850328,1027298,2853523,5095108,32761407,742252,2327294,1924637
2020-02-19,265142387,24298648,834374,32434721,18021972,861704,2806687,1060401,2879425,4702392,31333716,672174,2306672,1832136
2020-02-20,260041466,24343180,849500,31834740,16453092,864050,2762867,1066584,2779918,4518638,30367915,833607,2278317,1951656
2020-02-21,247876009,22771291,787617,31335992,14965114,841535,2582521,1107036,2971479,4280331,31539921,866819,2271436,1993050
2020-02-22,247227677,22033144,806527,34499350,14775417,841849,3183749,1029695,3219159,4358149,28344627,733177,2332872,2035494
2020-02-23,267332134,25791110,938912,36396829,16145710,906109,2854721,1060499,3042018,4813603,33416954,713668,2317674,2047895
2020-02-24,269889291,24908105,877266,38366724,15611104,887957,2800168,1062579,2802585,4536688,31774886,881228,2395613,2106836
2020-02-25,261068472,24063431,874028,33601043,16086806,861847,2851176,1188809,2853616,4459875,31933023,847418,2560700,1981106
2020-02-26,258661981,23880601,875325,32475606,17017466,868836,3109049,1094533,2820383,4439626,30789317,871315,2407074,1880818
2020-02-27,258199422,23540860,888138,31111588,16632103,816719,3004792,1048727,2742892,4409728,30609773,865510,2382405,1988159
2020-02-28,247656780,22423104,840369,30329594,16234132,801921,3182293,1066847,2937700,4375752,29523396,761234,2385315,1816589
2020-02-29,248400645,23640638,833758,34702173,16690385,1075343,3414705,1020821,3374118,4565714,29261266,662698,2396793,1803475
2020-03-01,268625359,26208489,994134,35438294,19466320,1263657,3405747,1070878,3118875,4933181,32779923,743825,2591773,1964086
2020-03-02,262892518,24869505,866194,33045477,18005465,1107635,2925714,1089965,2855494,4799951,30969662,834499,2477571,1939278
2020-03-03,257268000,23995917,918360,33068307,17650068,911564,3079015,1114471,2896714,4713588,31477014,818452,2464347,1903077
2020-03-04,255523163,24277438,948811,33978720,16482427,812100,2943074,1088435,2931505,4708787,30754189,692550,2485481,2381068
2020-03-05,251331557,23839225,1242518,32696290,16231610,816621,3419059,1072333,2865047,4810428,30578934,629122,2510076,2331893
2020-03-06,244805433,23235099,1223094,33983386,16021413,831452,2713601,1080832,2916766,4648405,30182417,539860,2559906,2179783
2020-03-07,240872015,22339880,1360934,36619533,16165522,824407,2714762,926995,3128915,4355795,28782954,416823,2531950,2077827
2020-03-08,261203175,25596388,1288685,38797556,16448222,861343,2900129,1049514,3525223,5180463,32365913,506708,2644175,2034679
2020-03-09,262106673,24506590,1442123,34441290,16514874,1003821,2757282,1079735,3050132,4904228,32566706,602665,2651911,2021666
2020-03-10,253287322,24398878,1273486,35205213,16434695,819238,2853146,1099968,2935329,4969362,33230335,871489,2668443,1986850
2020-03-11,250636046,23691486,1161631,33562478,18119297,790805,2778098,1181166,2979532,4986726,30286849,933952,2560842,2023571
2020-03-12,238627835,22308118,852046,33143054,18569785,681089,2588231,901715,2856712,4529910,28534620,791350,2575897,1966137
2020-03-13,227785451,19363660,759989,33953459,19239695,793153,2476099,991895,2877577,4178731,26761722,717112,2422626,1806104
2020-03-14,238357228,20292599,842265,37473076,20555691,787475,2701884,885762,2897165,4336099,26805060,687184,2389884,1870587
2020-03-15,255324472,22003446,838396,37014399,21782771,886635,2945782,968427,3077828,4540056,30071389,713584,2573929,1971044
2020-03-16,238723994,20718057,743887,34858815,20581281,941071,3039531,1095639,2812835,4068466,27549561,714648,2755627,1890582
2020-03-17,237167426,22284739,808363,34123691,21450848,905484,2967578,1367604,3304049,4367082,28802523,772857,2800166,2047450
2020-03-18,242075643,23733060,919753,33061059,21673608,945969,3065530,1189922,2968507,4700069,28034719,798781,2967628,2218768
2020-03-19,244170774,24335031,998046,33011965,20942757,890916,3270965,1160631,2877256,5136545,28792563,747442,2938143,2239967
2020-03-20,249134258,25067039,1048622,35153636,21114413,993856,3256199,1226398,3211975,5377668,30081417,741285,2846638,2186354
2020-03-21,265661125,26446745,1031545,37439344,21932384,900757,3202052,1007829,3224604,5209897,33033091,669893,2910655,2156474
2020-03-22,282290096,29354390,1247882,38302131,24711869,999010,3478665,1392104,3189372,5616228,35092974,741518,3169220,2158089
2020-03-23,270072143,28244551,1375099,33616252,24380152,977930,3568348,1555562,3076665,5097862,33785788,874463,3477522,2312320
2020-03-24,271305907,28870908,1500425,32493141,24648110,946172,3720101,1416920,3063734,5096451,35549576,861704,3146570,2365049
2020-03-25,272142862,28338197,1468441,31978769,25079151,980336,3791200,1394201,3106702,5319109,33619125,844764,3069081,2379869
2020-03-26,277598099,29070556,1517825,30156493,25046845,949163,3596374,1340838,3094148,5334778,33329863,870733,3020837,2367185
2020-03-27,280706454,28336290,1420373,33049914,25235140,984285,3628377,1339450,3165117,5846004,33231277,859239,2961519,2325135
2020-03-28,295778801,28186610,1229360,37275804,24801583,977710,4029673,1085606,3315809,6002782,33063750,741272,2814257,2155099
2020-03-29,312231755,31972438,1364140,40337269,27253137,970485,4426612,1121819,3144592,6957482,41697447,718564,2835122,2163429
2020-03-30,298476197,31477053,1465394,36716847,26139919,1005648,3890765,1233301,3167576,6510284,38332459,874866,2980432,2398038
2020-03-31,292587048,31133456,1492780,32928547,26562189,961339,3932575,1256711,3187686,5586496,37098959,871186,2772545,2466149
2020-04-01,293459898,29873689,1522854,32388114,25529374,1021053,4069805,1276541,3136056,5474638,35408875,841523,2703152,2380234
2020-04-02,304662338,30501710,1528138,32373755,25224384,1044451,4111453,1342689,3307435,5815510,33955449,886624,2788430,2536336
2020-04-03,305021965,29512739,1408272,35399531,23858493,1293905,4038394,1907896,4304406,5696095,34596022,827742,2679126,2953717
2020-04-04,318657971,28052161,1386273,38735419,25149813,941040,4180786,1114839,5534161,5242985,32016707,670406,2605554,2331588
2020-04-05,327245773,30468590,1506941,39474842,27466991,889083,4318132,1184990,3839939,5166465,33621469,691051,2778055,2304588
2020-04-06,314682146,31283549,1520497,32573460,25299612,760138,4192226,1038288,2776969,5298560,31233986,701115,2860784,2439875
2020-04-07,301973292,30139080,1542532,32012640,24945103,736438,4028415,1057038,2827384,5087143,31845763,737568,2887831,2348454
2020-04-08,303303479,31062958,1455080,32952945,25604592,767086,4396668,1115828,2776639,5157797,32812468,684064,2826612,2296695
2020-04-09,316833175,30487321,1450606,33681133,23521997,931129,4134928,1324970,2901573,5629236,31400290,678179,2877082,2300337
2020-04-10,327264666,29552007,1347750,35525264,23818799,998479,3847750,1400514,3063266,5285199,36747383,694055,2863120,2206119
2020-04-11,319870396,29628173,1489556,40836999,24980623,1070031,4519657,1463519,3342866,5108409,32546635,665508,2745949,2358191
2020-04-12,330091197,31863597,1537291,42522610,25952460,1017890,4804647,1523917,3517698,6439275,37421482,698492,2873225,2665690
2020-04-13,325784804,32708378,1410280,38206658,27954065,1061617,4174272,1389792,3442197,6824498,43460855,797737,4583156,2440769
2020-04-14,307081639,29972349,1640203,37093778,26687544,994585,4535420,1248501,3151901,6106524,37461603,883837,3029549,2580208
2020-04-15,296136550,29098390,1534028,36488675,25953906,986425,4369762,1252049,3328411,5409100,34851059,862696,3596738,2398079
2020-04-16,295447347,29208888,1382021,38901495,25856219,1129754,4310919,1303012,3300035,5328629,32234593,1529282,3507940,2493250
2020-04-17,299149067,30387858,1218296,38605635,24820594,1017018,4158668,1287503,3278783,5889469,32008978,906192,3140992,2473749
2020-04-18,314417896,30619787,1276600,46412929,25519867,925264,4953877,1045111,3430375,6279643,33527377,797491,2750119,2486010
2020-04-19,324812886,33845825,1326788,44367000,27624631,943922,4679772,1047020,3124873,6070819,38119498,874753,3014199,2300374
2020-04-20,313706462,32550249,1608224,41541970,27189926,932240,4257189,1156537,3072607,5821498,35112750,1014276,3134554,2463431
2020-04-21,307684093,31265604,1623040,39818397,26904760,900569,4145892,1164671,2960944,5488728,35649369,1005819,3080322,2288914
2020-04-22,299339454,30303826,1621626,39817398,26364241,907222,4083119,1141203,2996740,5227732,34184052,983871,2970389,2264377
2020-04-23,298664298,28406389,1673110,42259344,24888684,915817,4616916,1193381,3071754,5813574,33151997,1002213,2987240,2309779
2020-04-24,296203865,28498928,1684901,41798732,24375065,1054045,4777613,1271061,3206852,5469075,33608948,1019257,2803796,2416862
2020-04-25,307737567,29788405,1420876,45200418,28069358,903823,5071295,1030344,3350119,5414859,33996472,1001619,2598801,2260893
2020-04-26,328391988,32391761,1971138,46751370,27421595,982801,5203157,1178828,3287174,6398788,36550249,1025786,2856959,2441545
2020-04-27,320152015,32144463,1761811,42885585,24505827,1014431,4390668,1260106,3319530,6912573,35045657,1075374,3168275,2473232
2020-04-28,310464487,31118700,1413538,41523731,25582567,953871,4367011,1249213,3339300,5773562,38128400,1061615,3001988,2410849
2020-04-29,306752545,30691878,1487192,43757460,24758506,965066,4148539,1183995,3167430,5510091,36183180,928561,2774350,2301042
2020-04-30,289121295,29905934,1352016,39506661,23439095,957410,3937220,1151870,3246973,5245311,33410882,743406,2504615,2156161
2020-05-01,282585439,32430225,1411567,40527118,27428965,1026713,4615319,1167127,3539319,5662188,38464128,667050,2563370,2173663
2020-05-02,283797918,31331578,1446249,43832234,25352459,950851,4859542,1009489,3424797,5883353,35510084,571084,2442282,2399933
2020-05-03,296363621,32788249,1486729,48152295,26277760,937506,5203674,1123947,3214216,6115095,37287815,625565,2639194,2237428
2020-05-04,285824550,30204037,1407004,48026603,21164440,1060850,4416915,1176685,3178959,6288863,33922342,754208,2717270,2288255
2020-05-05,279834019,30023780,1356599,49132525,22372697,1037172,4066499,1150726,3229899,5916141,34083961,760916,2653068,2182784
2020-05-06,276563250,28394419,1462576,52512449,22397996,1011280,4223078,1156834,3182604,5138910,32026568,758772,2788894,2226320
2020-05-07,271659946,27602195,1288404,42837398,22481325,889141,4102891,1098713,3125901,5155587,31368960,753185,2774625,2269881
2020-05-08,269230922,29025887,1235885,42478458,21922924,927674,3770508,1274014,3221537,4963581,30707273,723367,2579034,2380796
2020-05-09,278539333,29647232,1100115,49569689,22005028,881039,4314258,1009172,3127473,4872051,30538898,617530,2512458,2315157
2020-05-10,287421500,32524575,1151472,49535204,23882026,947588,4147599,1138726,3445909,5782644,35115376,688532,2655007,2293082
2020-05-11,279883463,28164905,1238109,42851481,23964537,960386,3667312,1068979,3269713,5648459,36781707,736011,2715506,2470815
2020-05-12,272591257,26312216,1361454,44711006,23460780,941941,3593694,1102463,3293489,5461173,33985085,748139,2766763,2377391
2020-05-13,269682547,26255177,1248367,41988655,23315348,920540,3520652,1039239,3208103,5468199,33226499,744573,2703862,2270891
2020-05-14,267255442,26410309,1316520,41915948,21668053,883584,3687809,1061811,3134851,5542819,32531825,788229,2696560,2116180
2020-05-15,260851847,25045666,1200569,44704744,23081615,965018,3347814,1097398,3375177,5341531,33084486,724617,2701794,2254546
2020-05-16,266161323,23911066,983347,50922387,22483319,955078,3926410,1033966,3560944,5249366,30456203,595923,2448895,2405339
2020-05-17,283278359,26107983,1151968,48026563,23302909,1006671,4116962,1144204,3439498,5273194,33040023,613567,2621522,2421496
2020-05-18,275867758,26972759,1242958,46518532,21317091,939212,4143984,1037023,3220769,5175108,31225738,721929,2937831,2158720
2020-05-19,263961973,25523064,1273563,44532385,21936840,861329,4076893,998735,3141841,4912251,30697997,697268,2863199,2195563
2020-05-20,255404779,23855380,1368745,41693595,22010780,779281,3353832,944008,2921530,4683327,29347103,704955,2703635,2020066
2020-05-21,252908832,24466058,1282376,42104030,20789692,894006,3483252,1004111,2833818,4589752,30112685,801686,2700538,2021742
2020-05-22,252312997,24710080,1115622,43116204,20277093,920901,3290608,1024207,2835461,5050424,30106807,753778,2585090,1935975
2020-05-23,258494451,25074088,962770,45858312,19549991,915904,3981505,995858,3484157,5293964,32918319,514440,2403019,1846019
2020-05-24,266047569,26317010,1187379,45743730,20805651,1026654,3575425,1057567,3379495,6237422,35436983,593300,2674148,2173352
2020-05-25,268435755,25784482,1170262,41443544,21404883,927351,4180161,1005148,3024877,5241013,33128423,700000,2821495,2000446
2020-05-26,258930651,24398289,1193125,42081520,20790209,843396,4266699,1022917,2859103,4943066,30432409,659640,2809490,1850583
2020-05-27,250231829,23030810,1101005,40786910,20689233,865412,3780763,1007913,2991167,4863262,28577388,694833,2637445,1883578
2020-05-28,247598002,23560102,1051721,39851835,19899570,796051,3565835,950142,2896363,4786800,29191415,691908,2946401,1789342
2020-05-29,242038618,22358312,956324,40461817,19393695,773422,3416876,934398,2855589,4606961,27557933,617455,2695189,1646667
