date,en,fr,sr,ja,it,da,tr,no,sv,nl,de,ca,ko,fi
2019-06-06,239613705,22999638,792825,34960744,16804825,1067514,734700,1110457,2746796,5097654,30744051,690065,2765522,1632444
2019-06-07,237282240,22476720,698310,36123294,15709155,1003111,764444,1223366,2772254,5133053,27382011,617317,2849094,1597534
2019-06-08,235255039,20577767,666670,36330261,15331071,976531,818791,1106016,2960390,5054683,26603272,461153,2778210,1657061
2019-06-09,253029939,24733621,832352,38346755,17659176,1011978,809985,1213094,3035874,5236900,30087970,502113,3237115,1911685
2019-06-10,260366302,25547450,784654,36358208,17535650,1095155,757069,1150433,2673652,5550774,33028764,572826,3059709,1787109
2019-06-11,249109040,23734724,791369,34749600,17961047,1013469,728903,1047094,2684541,5312682,32012992,680153,2981235,1768605
2019-06-12,244670854,23259558,754496,34804037,17100236,1015612,690591,1549443,2561398,5391521,31294362,628790,2785827,1727317
2019-06-13,246419331,21802929,720851,34107974,16294481,901967,679558,1961799,2556344,5228261,29343667,1717318,3044923,1702668
2019-06-14,237394009,21136475,674454,34852495,16533664,872102,642326,944650,2403133,4565245,27441757,1620416,2656667,1657625
2019-06-15,235371539,20940591,679502,37032032,16200868,929861,653156,821006,2621115,4701486,25692576,939144,2829475,1694910
2019-06-16,254821305,22329102,793174,36287560,17576667,925777,688493,1032701,2750474,5133577,31742952,507994,3335734,1761831
2019-06-17,258182343,22257035,772492,34845079,18065923,965761,717269,925437,2506660,4915073,31034501,623520,3157890,1676621
2019-06-18,252124785,21240450,793695,35177311,18006203,901024,661275,890946,2416796,4755697,29930447,578270,2905500,1667273
2019-06-19,243434021,21462719,769389,34788111,17006436,921612,684617,853770,2404673,4922601,28407994,531779,2849653,1649439
2019-06-20,241309757,21180059,703857,34245237,16798994,889596,758163,802321,2507987,4785687,31364961,491026,2823843,1634288
2019-06-21,236323431,19972646,680675,35027036,16777274,854056,779415,895017,2656078,4341675,27942781,465285,2467460,1632384
2019-06-22,229959305,18637454,648602,36568932,16398753,775373,766828,902900,3058925,3948650,26606921,411255,2305086,1985982
2019-06-23,248450231,21592891,774282,39299198,17482323,837069,733572,971047,2851965,4392669,30063156,392336,2933916,1948648
2019-06-24,254881496,21299569,767406,36916731,17708326,824968,806025,861517,2617298,4783581,29468243,428655,2919987,1813144
2019-06-25,245275441,20303177,721119,33938064,17946083,745646,727543,884137,2545764,4615630,28992758,436070,2784362,1818717
2019-06-26,237516975,19480762,661151,35150695,16443361,709052,741201,810787,2487577,4674061,27842797,411879,2696585,1769713
2019-06-27,229243833,19389818,653378,34626544,15881810,853762,690399,804399,2410908,4463122,27882019,386748,2660694,1737365
2019-06-28,227239850,18749842,689912,34403305,15192379,650812,735877,818661,2484263,4230400,27101087,372329,2412797,1636826
2019-06-29,220693827,17993795,632465,35518151,14998409,699605,731983,855836,2680584,4203260,26448824,357860,2572565,1758103
2019-06-30,240513678,20502559,725037,37417590,16344636,722158,664374,963365,2640585,4698358,32383499,368901,2487308,1846576
2019-07-01,245685579,21146429,671537,34540870,16676131,733576,649879,888772,2778116,4641547,32744985,387981,2720681,1737122
2019-07-02,241636506,20383136,674545,34402011,16638548,765465,709521,901577,2773834,4607390,31000443,410055,2556838,1814085
2019-07-03,242932497,19980126,653971,34959952,17513980,753405,739430,896218,2800020,4756590,30330475,419719,2465960,1797908
2019-07-04,238052940,19529907,676863,34904465,16601662,773007,741444,928009,2794236,4472480,28750554,425904,2777679,1747280
2019-07-05,234206244,18739234,633155,34923148,15397188,697654,757530,888656,2689850,5406046,27783252,404169,2649349,1816344
2019-07-06,240962572,18313476,622580,37113650,15114514,839111,787846,1009512,3000118,8086589,25939760,376096,2346996,1883648
2019-07-07,269412762,21701888,742686,38222467,17889336,900771,751532,1076313,3105804,7177820,32346957,385615,2618032,2024523
2019-07-08,264018020,21054568,665254,35544257,17928466,804870,791724,913833,2819471,6151474,32011355,419672,3086416,1902444
2019-07-09,257111562,20756772,692041,36372170,17236716,799242,723140,903502,2800451,4199330,31538573,446470,2639582,1919275
2019-07-10,250675934,19892119,694080,36164958,17039664,750283,745110,859527,2626223,4289915,30186504,403127,2639565,1751141
2019-07-11,248035522,20381967,638891,35543706,16549156,786166,737522,855669,2611137,4220067,30888501,389956,2504272,1778434
2019-07-12,242168234,19724047,644704,34725469,16294033,840010,689471,902982,2766110,4363969,29769118,406375,2466969,1784902
2019-07-13,241723269,19349236,704495,36973548,16344618,824895,724881,924878,2820673,4367490,27939967,405439,2589894,1819162
2019-07-14,258955194,21764833,803925,38736281,17815131,933306,811247,1060213,3035496,5171158,33045926,424449,2422176,1986570
2019-07-15,253544659,21291249,722753,37948421,18827596,842663,763784,966386,2953863,4456344,31043324,446396,2741986,1861732
2019-07-16,247133826,20814595,681500,36000528,16758278,809870,740780,920403,2963657,4402047,31271146,418785,3047493,1927156
2019-07-17,245972005,20959801,651538,35166408,16941546,780222,725230,935633,2770129,4103624,29657611,420459,2690770,1880027
2019-07-18,244578764,20805498,646471,38291660,16436150,778672,813077,954384,2636144,4172344,29635756,413973,2607535,1781729
2019-07-19,242561901,20463209,638151,36497691,16377699,820856,695583,964921,2804027,4143519,29254045,423501,2471679,1781624
2019-07-20,241868457,19843737,624718,38639100,16097739,838308,699379,1053530,2943725,4448505,27107399,421569,2716903,1764204
2019-07-21,262648424,21391424,714041,41487688,17334784,902854,730576,1148356,3117752,4456793,33035827,465181,2574760,1839142
2019-07-22,259149054,21288802,675472,39039646,17034467,896152,703101,969047,2945048,4176921,31410742,447401,2400594,1837149
2019-07-23,250683004,20740890,660156,36641496,16590283,777570,770783,901930,2896323,4005643,29146845,462862,2368963,1813462
2019-07-24,251422981,20281298,656376,37279929,16404582,767060,790711,887781,2614423,4291316,29896684,409903,2254322,1790871
2019-07-25,245538215,20343563,639001,34534486,16336345,779239,692009,868964,2536866,4178645,30620048,436230,2231588,1816774
2019-07-26,233443514,19813042,633733,33734461,15055812,748410,718922,828641,2576345,4012573,29058332,402986,2152564,1704342
2019-07-27,241424477,20541479,676524,35805826,15782747,879153,786352,909810,2792350,4538009,27372304,483234,2163572,1737953
2019-07-28,257176516,22100780,780496,37464839,17877554,995020,831472,1018294,2901016,5132529,31998273,485536,2302066,1902701
2019-07-29,252302673,21604958,727630,36655701,16080943,832337,815581,927662,2810778,4299459,30085282,458695,2281067,1859218
2019-07-30,253156921,21278583,739647,35746462,15837364,852130,778140,1017048,2980839,4329467,28966400,503982,2307679,2005325
2019-07-31,239741768,20577277,676480,41699039,15989377,837069,783727,997949,2848449,4479530,28448493,450151,2398582,1820694
2019-08-01,233671120,20162428,673156,41280937,15576220,813517,825338,944071,2781879,4315868,28497988,456635,2187303,1731638
2019-08-02,229725320,19749427,717573,33737439,15733249,813384,749630,953473,2750471,4439970,28066397,436211,2162918,1753145
2019-08-03,228762804,19128726,681232,33962153,15659429,768758,770280,898480,2899459,4326912,26463250,391549,2103925,1851505
2019-08-04,243792510,21929920,752353,36309968,16454934,832107,757650,1002510,2995950,4571600,29091073,458046,2274312,1906858
2019-08-05,251688746,21493627,686109,35176293,16470655,781504,792811,908516,2777548,4426748,29620620,442658,2255029,1746423
2019-08-06,247536897,21625782,666043,34505263,16589344,790569,797453,941046,2952425,4429899,30021706,456590,2499195,1810186
2019-08-07,242850263,21129970,669827,38400476,16747521,787116,851451,987852,2782864,4474827,30214502,453206,2291778,1784404
2019-08-08,239854634,21262906,687193,35986165,16266018,812333,834967,924646,2903940,6578779,28700429,458822,2334327,1736846
2019-08-09,231957712,20961202,656212,34869246,15802258,821697,781573,916632,2843037,5421994,28144183,451788,2378838,1774936
2019-08-10,233981742,20070410,653074,34695420,15566070,855247,778540,1043188,3251812,5137967,27195055,448770,2328795,1796018
2019-08-11,247299682,22456124,715212,36430809,16645385,885264,676713,1085540,3132491,5286397,30282338,472682,2415604,2001059
2019-08-12,247113126,22889388,758677,38223351,16674795,863678,720199,939038,2812260,5009617,31052895,508153,2583613,1979965
2019-08-13,243023794,21676389,758861,37694575,17050365,889119,684500,963054,2855474,4956720,31796976,506211,2450019,1979002
2019-08-14,236264917,21281629,746775,39316307,16268081,841698,693757,882695,2713360,4776323,29177766,420893,2325232,1937849
2019-08-15,233308383,22395767,705952,43504075,15862429,905469,691420,896761,2715165,4869218,30742242,488211,2538934,1907743
2019-08-16,233263029,21705279,676243,40769839,16845882,892528,690132,970431,2902562,4890496,28521860,432224,2242074,1870365
2019-08-17,236433308,21938170,650808,39173206,17134130,888851,772612,1035008,3141509,5121277,27687048,438359,2422762,1803418
2019-08-18,258602736,23907792,725883,39422720,17754619,969485,720019,1004592,2985606,5429292,32068695,477086,2460738,2007283
2019-08-19,253292841,23219877,719796,37014915,17636399,962600,779175,922025,2643744,4697832,30935262,467112,2322376,2007140
2019-08-20,246535441,23307419,728409,36684080,18024168,898021,737212,951690,2659369,4609579,31372646,494714,2311660,1982838
2019-08-21,247246737,21860677,717232,35964199,18662741,901160,765084,961711,2664211,5353375,29948064,476650,2949535,1969664
2019-08-22,243411777,21377079,707531,36507312,18429631,893880,810003,1003760,2728111,8548206,29119187,473609,2301013,1979324
2019-08-23,235052787,21706403,705996,36075426,18290065,860020,713305,1010748,2893482,4100575,27939357,460016,2232138,1921574
2019-08-24,234053046,20231345,695979,36550152,17867473,802868,808124,947719,2806338,4083247,26407059,461097,2158922,1864024
2019-08-25,249519717,22297692,779505,38348390,18294014,846189,869228,1022150,2795446,4560128,34489088,495799,2496353,1939766
2019-08-26,253994341,22400259,777302,35941064,18084956,892154,911240,1059395,2668384,4277761,31941163,498486,2279434,1954833
2019-08-27,249858117,22243504,798669,36085279,18612155,886600,944578,1030872,2673591,4312479,31209827,519831,2374303,1922291
2019-08-28,249599078,21912680,778731,36371450,19033880,866784,823183,1062252,2763775,4406719,30425199,500431,2378741,1943044
2019-08-29,248256051,21672272,718608,35642217,18652623,877650,754777,1084406,2884068,4520855,30623648,483364,2270199,1949921
2019-08-30,238739819,20218812,695960,36360486,17904141,846279,872839,1082275,3048848,4249800,28169370,473680,2156270,1933216
2019-08-31,242947266,20111768,700815,36361395,17499957,799334,713480,1075534,2872683,4129552,25419109,404917,2171843,1838463
2019-09-01,253877113,22182911,766617,37966294,22953447,946213,874834,1045814,2967036,4649975,30698920,432936,2285102,1965942
2019-09-02,256570476,21164219,701666,35174958,21914256,878010,763445,1058218,2900191,4276490,31012758,403065,6091795,1946630
2019-09-03,251795172,20399782,790117,36525692,18843208,1164019,829678,1118201,2951186,4395105,32547009,376003,10242348,1934801
2019-09-04,241848957,21744217,815501,35531164,19027687,899166,750068,1102353,2913009,4556192,29705981,365094,2323689,1910840
2019-09-05,241335745,22681779,778400,34448186,18889879,923251,828621,1169967,3086711,4481677,30615099,399124,2349592,1976556
2019-09-06,226197396,18614027,612871,33495593,14327166,717347,605501,919047,2617973,3811166,24132604,298472,2364186,1620464
2019-09-07,231672194,21000427,762743,35170914,17124809,787884,749926,1003867,2999552,4125520,26870832,376323,2370251,1918104
2019-09-08,255903625,23631441,931874,37574502,19704345,882933,787378,1072547,3002188,4832858,31671510,397487,2470183,2029674
2019-09-09,253979225,22760673,943082,34749657,18325306,882778,774586,1198523,3022252,4841879,31591478,364679,2498419,1999310
2019-09-10,246356440,22274135,832102,34011595,18373030,905854,891778,1123364,3029408,4602554,29618001,399183,2416255,1947441
2019-09-11,250395051,22657784,810902,34061361,18195929,880677,820231,1125346,3136641,4915116,29478279,465260,2097563,2006095
2019-09-12,246528400,21692427,803622,33320214,17626112,907350,835066,1091711,2993083,4616311,29111086,467012,1985187,1971471
2019-09-13,237790662,22250137,732988,32892011,17431871,887046,885710,1062795,3065252,4561120,28666633,514673,2064129,1938447
2019-09-14,234238328,21317887,731896,33858645,16211051,785259,783795,1040544,2931008,4163226,27218971,512705,2365691,1875161
2019-09-15,252263150,23397991,856900,35554914,18470304,917276,865519,1086570,3070229,4648371,29813768,559759,2686740,2028197
2019-09-16,259208453,22872969,807980,37550037,17509202,889692,900529,1119662,3061647,5185139,31081561,599147,2551058,2003332
2019-09-17,253762818,22565473,787067,33503416,17283429,896859,986327,1146644,3128869,4986526,30824647,643320,2455596,1997649
2019-09-18,252707624,23102225,827334,33499356,17566478,880288,872262,1133519,3072018,4720081,29396796,660094,6552028,1955801
2019-09-19,246491095,22142595,787802,31848573,18005275,826141,1104929,1103522,2936739,4657324,28797913,643539,6459278,1910872
2019-09-20,239529801,21332762,688652,32397801,16817749,910297,1067418,1105946,3089550,4424230,26756046,621473,2287593,1910181
2019-09-21,236868012,22134205,711387,35419152,16394137,812346,1138974,942705,2889290,4249020,24857714,614323,2352670,1953944
2019-09-22,262805397,26356237,825937,37677742,19404749,891046,1314669,1051984,3127898,4751803,29874584,717811,2647356,2064203
2019-09-23,267586670,24624344,845027,37860049,18375800,956837,1195634,1163275,3208906,5026756,31705067,804381,2518753,2064243
2019-09-24,257956083,23853666,867488,34448021,17607774,935418,1088471,1152678,3151775,5023278,30852744,809869,2505983,2060511
2019-09-25,260999365,23451927,811560,32077745,16877711,876174,1063561,1122356,3138157,4855274,30655968,796099,2492961,2003915
2019-09-26,254526990,24614244,804231,31814372,16660317,850944,1127764,1097492,3070414,4779904,29866947,793455,2538392,1946369
2019-09-27,246510210,22128637,711110,32002123,15917041,879310,868545,1093203,3021380,4919431,28020532,675071,2381712,1900154
2019-09-28,248213252,22599725,680546,34767008,16379765,885666,978339,991491,3086287,4930661,27113230,613250,2299578,1963964
2019-09-29,265742889,26200671,880981,36728054,18201886,952824,1114888,1036946,3211810,5495551,31049567,719041,2527803,2151743
2019-09-30,265660248,24977711,802695,33480311,17216992,930151,1056582,1105251,3263590,4990131,30916013,811651,2606404,2077896
2019-10-01,259001639,23763367,749576,33024864,16792385,881369,1037547,1060817,3196804,4854917,29709920,789950,2609909,2051966
2019-10-02,258600056,23777746,730537,33805083,16936293,863616,1005155,1037273,3097858,4913706,29827579,751542,2566291,1990642
2019-10-03,255368417,22641775,818735,34119553,16940724,850539,922561,1036911,3122323,4751974,32357487,747663,2607065,2005168
2019-10-04,248365937,21440185,710334,34410616,16375449,867211,823616,1017180,3190837,4925298,30576839,698758,2377569,1949050
2019-10-05,249282219,21979392,709398,34649130,16729406,773536,851475,991808,3024781,4536881,29287426,595287,2422342,1941471
2019-10-06,265794222,25803746,821543,37720566,18195784,825289,841924,984611,3079657,5199049,33113427,594679,2562367,2046009
2019-10-07,271321801,24245269,797490,35450016,17339994,876201,838943,1015450,3185382,4887574,30730827,849833,2607463,2124797
2019-10-08,268345305,23816542,776383,34427890,17204608,888800,821605,1079347,3191946,4859833,31872375,820347,2429765,2035302
2019-10-09,262052469,24805760,788226,33959799,17830131,865335,863391,1066602,3157268,5043239,31483118,798255,2576808,2016804
2019-10-10,258377792,24188726,793371,32934318,17336668,838203,857296,1050631,3223873,4901921,31212503,757060,2403926,2031480
2019-10-11,253018484,23890234,700000,33649509,16881960,835368,848804,1151372,3350131,4909407,30276356,674424,2327693,1993038
2019-10-12,256345001,22730923,697503,39331659,16687728,842634,893555,1019089,3371069,4691355,27725033,531856,2410818,1874883
2019-10-13,271370566,25659100,815871,37692090,19051357,885993,851408,1061854,3125127,5166994,31853370,630712,2625510,1925754
2019-10-14,277886593,24907889,791456,38807271,18416722,786941,820100,1099083,3245023,4955900,31188336,701090,2629617,1879078
2019-10-15,271916054,24352208,781852,34336941,18399574,776151,849260,1143692,3183488,4830495,31196386,756719,2640988,1834607
2019-10-16,270692749,24248150,778938,32818612,17432635,791023,893938,1107500,3062712,4686485,30818917,714409,2554389,1834868
2019-10-17,267655136,23192204,756954,32646211,16665882,844601,908056,1094645,3042569,4670081,29844287,681369,2578330,1845865
2019-10-18,255971025,21937264,700646,34227182,16167145,876248,758492,1087165,3116924,4875134,30099660,657931,2528656,1857448
2019-10-19,252582712,22314502,683925,35756580,16239780,839159,972657,970560,3110431,4598523,28577305,610509,2556819,1966015
2019-10-20,274068628,25180012,824335,35722691,18356139,918356,979851,1039408,3099323,5071558,32480830,691998,2735214,1967032
2019-10-21,281208712,24882048,807431,37521035,18396437,906666,861847,1136673,3142774,4759076,33030734,1447742,2798479,1953162
2019-10-22,275825996,24814594,794423,41950813,17721077,888350,894295,1156555,3190245,4733044,32142010,799903,4451299,2020593
2019-10-23,261810412,23933421,772079,37093753,17127120,870226,857793,1121609,3004347,6312940,31157920,697307,2614978,2109858
2019-10-24,261179919,23067943,1083543,34167056,17284940,893809,824206,1855010,2989850,4547184,30295727,756342,2622363,2910473
2019-10-25,244154064,22069980,687229,33843557,16134245,885755,822879,1180171,7324465,4590997,29451411,663690,2276021,1913570
2019-10-26,239614721,21790208,680958,34282985,15820962,1185345,1438899,1009595,4135222,4383713,28509251,596266,2359777,1864873
2019-10-27,251126425,25622312,840844,36054146,18240663,877509,1064499,1013051,3048867,4960028,33265714,706572,2622711,2050993
2019-10-28,264204135,25545761,788572,35236607,17023983,894474,1045149,1107841,3371406,4683283,31573002,822191,2578443,1976503
2019-10-29,252158855,24284106,787403,36256842,17158910,834938,1019470,1090286,3143091,4633347,30773124,803432,2542847,1944911
2019-10-30,256594364,23692709,795435,33964568,16517415,855292,1019433,1118980,2708201,5638535,29412931,721077,2521341,1917327
2019-10-31,259100940,22743041,3598434,33376967,15194285,820506,974717,1008782,2612872,4536238,29401031,607945,2350139,1899228
2019-11-01,247033791,25494756,708470,31934620,18377819,906627,938391,1216295,4222127,5049546,34851654,1589146,2241381,2032474
2019-11-02,249800981,29267644,971585,34007048,19924254,815326,719307,973098,3145232,5387640,28923836,633497,3368663,1884714
2019-11-03,268441261,29119978,869592,36001360,20702845,860565,817495,1036530,3181021,6002382,34412763,700088,2487900,1979675
2019-11-04,272278652,25935261,834182,36720179,17973455,901905,804292,1109054,3045286,5660966,32522047,713533,2524868,1998241
2019-11-05,265841316,25144105,793093,33802661,17538759,885531,848828,1112313,3071336,5337830,32059381,761469,2574050,2046940
2019-11-06,257795875,25653223,831327,33616377,17496633,868826,786674,1116077,3151418,5263480,31875510,760180,2471797,1983809
2019-11-07,256829554,24590027,792634,33492683,16829756,900060,784925,1095773,3074199,4792479,30825839,884818,2414317,1923555
2019-11-08,248090262,23609771,756003,33407458,16322930,905988,728535,1120437,3217174,4672126,30022816,605206,2285501,1894971
2019-11-09,247952825,23400218,762242,33983851,16219346,843393,832232,1009927,3185519,4491750,29401006,568573,2203646,1969289
2019-11-10,260391974,26755588,864049,35295106,17905305,866719,858043,1244995,3412241,5028770,33526749,699474,2590897,2058670
2019-11-11,274407425,28945996,928770,35231854,17614155,884207,894371,1072425,3125119,5072677,32051910,705421,2544162,2017329
2019-11-12,280466425,26395547,883734,36479953,18378170,887996,987315,1105926,3106828,4858570,31999773,696697,2542606,2037565
2019-11-13,272871005,27220636,875633,34981157,17074183,872882,977590,1116250,3036008,4935932,32735310,703906,2405577,2007724
2019-11-14,260980681,24784451,843637,34045201,16598320,844964,956702,1091412,3039044,4681570,31991902,771976,2382730,1992142
2019-11-15,241518160,23344274,729515,32759438,16441115,885970,822438,1133860,3162359,4482208,30364244,694567,2208551,2090883
2019-11-16,238701104,23100934,758562,35013025,16513411,821123,878868,1018521,3126423,4658304,29038492,611949,2168904,1903668
2019-11-17,263463036,27919999,886525,35488708,19175577,907557,1007093,1088783,3233026,5209718,33828992,707305,2808305,2014553
2019-11-18,261201561,25918491,869269,35800401,17670875,986078,899091,1183214,3274032,5158065,32309849,799706,2515133,2079191
2019-11-19,259220265,24625014,870680,33929144,17587966,971587,830150,1151937,3154857,5110337,31874125,779269,2548234,2113706
2019-11-20,256096874,24756480,812693,32510764,17188591,925435,846410,1077255,3041557,4903765,32180323,751163,2438245,1967267
2019-11-21,252825412,23897614,773427,33552325,19655908,875946,810649,1068374,3026425,4684530,30913633,745312,2410082,2030890
2019-11-22,249822524,24903416,777172,33816073,17513738,873384,771478,1121079,3242997,4599101,29190593,679026,2091383,1970240
2019-11-23,247941696,25667095,866970,34947786,17798754,823912,805549,1034792,3276008,4606152,28309765,619779,2318735,1977765
2019-11-24,272224451,29063401,1016280,37481349,21054609,1099958,974115,1137471,3325458,5361323,33809033,708166,2749077,2242085
2019-11-25,276724417,26629034,906260,35182162,18426347,1098496,852416,1156869,3137757,5082968,32239196,796668,2716423,2151286
2019-11-26,254779231,24350083,850501,34161111,16476408,1114351,931316,1124908,3051186,4800829,30662620,753295,2589636,2099654
2019-11-27,251187605,25114378,817969,34607853,16305904,1041839,904247,1070445,2956156,4774738,30571822,725414,2500709,2028865
2019-11-28,248136455,23561265,812761,33937559,15851134,871979,846424,1028656,2855250,4643546,31757519,751403,2441605,1981876
2019-11-29,241726001,23209454,757055,32983389,14882189,872549,878334,1059790,2862696,6903661,27146511,691577,2369725,1922583
2019-11-30,244956287,24278738,780775,31799835,15043529,807924,854641,1015110,2800668,4881467,25846756,605867,2274063,1859265
2019-12-01,261694041,26767054,919438,33281383,17070977,985082,992144,1089161,2899659,6539681,30794996,653205,2600932,2039293
2019-12-02,256736747,25502010,847900,33731454,16698585,1013362,829381,1116184,3034176,4801274,31261190,678794,2429462,2105639
2019-12-03,248580506,25121757,856974,33081399,16932772,1115130,1056668,1144605,3085688,4676984,30684411,710859,2494282,2199429
2019-12-04,250743335,23982542,837516,34205139,16164015,1112774,1172189,1093718,3042820,4671992,30555652,675455,2654178,2059838
2019-12-05,245578694,23867565,791847,32901131,16218978,1025744,1123787,1098131,3014649,4546950,29201077,585284,2316225,1982160
2019-12-06,237719466,25331151,726087,31933921,14761713,897739,859599,1084830,3224822,4446458,28320559,515846,2224240,2847358
2019-12-07,242077880,23076283,747342,32821202,14544169,835782,811674,978085,3110078,4345933,27144247,519931,2237407,2075715
2019-12-08,261449927,27170496,913170,33629741,16907244,943695,872375,1077294,3114490,5026418,32737513,596823,2346772,2106500
2019-12-09,265596196,25439096,858026,34012513,17431731,942182,849402,1115485,3092266,4821697,32730358,713004,2599112,2116914
2019-12-10,255596551,24580072,858274,32787666,16029009,915954,876611,1124719,3286914,4916920,31653802,647480,2564507,2021800
2019-12-11,257319200,25617891,963193,33199491,17286498,875671,980678,1089102,3052852,4896204,31575711,640613,2385269,1934177
2019-12-12,246402891,24030755,795174,32929435,16732504,854021,905274,1023477,2896942,4591929,29880427,597752,2314778,1887033
2019-12-13,237826924,24235988,737451,32846644,15467916,817217,864145,1020127,2947482,4383128,27550712,548052,2120747,1818566
2019-12-14,236156575,25706280,747659,32399524,14562513,799869,846613,974049,2919148,4271241,26951128,453245,2211496,1811579
2019-12-15,252854472,26435352,868618,33703883,16523773,934685,982804,1001646,3035194,4789121,31126054,541452,2397633,1893843
2019-12-16,252956223,24484085,815311,32903711,15913982,868033,896935,999006,2912346,4766668,31011430,602059,2386762,1912884
2019-12-17,263710936,23033814,855416,33880634,16024971,849535,781641,965846,2793416,4503824,28920702,581260,2410692,1836380
2019-12-18,264075301,22776055,1409187,33437394,15621607,827075,832933,925015,2671605,4297569,28597780,565944,2226152,1725879
2019-12-19,242340149,22277479,778801,32831845,14971166,762423,833673,856134,2520911,4136632,27733874,497408,2094021,1659914
2019-12-20,221761821,20913537,703067,33882874,13578088,716431,1157812,834894,2575188,3874617,25569981,412700,2005635,1637886
2019-12-21,220226876,21043494,746863,34608674,15178697,806299,754140,911385,2828154,4335418,26275525,429881,2032658,1700251
2019-12-22,235585792,22717007,885344,35166332,18028090,817792,867741,956565,2921893,4800511,31799585,453521,2091810,1809635
2019-12-23,232145671,21785569,806878,33379092,16279482,760493,778746,1010303,3045395,4252931,29849968,448055,2059276,1663720
2019-12-24,226594073,19605825,798025,32344592,15274196,772124,771671,952417,3379632,4277839,28077289,391011,1997676,1980648
2019-12-25,231661917,20952978,787658,30865880,16539238,899252,830231,1241201,3622107,4634628,33735798,401296,2169627,2198936
2019-12-26,246148696,22750891,728694,31036584,19292117,893811,893797,1273040,3351647,5464487,33490364,674405,2062707,2083704
2019-12-27,246894175,23395706,657973,31874979,17877267,906561,810248,1054707,2972355,4740123,30904946,475895,1968140,1971947
2019-12-28,247693544,23940651,672455,31900697,17118762,904038,875753,1080534,3225858,5052891,30785616,1018502,2103786,2101795
2019-12-29,255906268,25396152,728770,32284583,18834988,997530,921403,1145764,3302187,5339281,33797604,505693,2216746,2129401
2019-12-30,269082645,24062115,645343,34873203,17086189,957499,858354,1110172,3130963,4689972,30300956,514719,2193676,1877936
2019-12-31,238203794,21181261,597537,36978292,14213495,848433,760337,1016951,2847152,4271938,28081721,458064,2086597,1783566
2020-01-01,251269426,23042638,777851,33981055,17408610,1054853,1034201,1176250,3358232,5179832,33701969,475081,2189216,2095088
2020-01-02,268920258,25339158,900600,35791476,19352970,903985,952275,1089267,3161194,4878596,33502080,453616,2301672,1996507
2020-01-03,264139157,25683459,894510,37160042,18884057,926825,988890,1220643,3411777,5009862,34113068,448238,2175112,2037792
2020-01-04,263223806,26170022,886264,38795763,18840956,1050209,945635,1185998,3441548,5068524,33560296,450022,2174468,2046579
2020-01-05,281644795,28135555,966474,39504636,20122328,1113758,1035628,1183477,3442375,5652811,49098398,549636,2345885,2241470
2020-01-06,288258779,25972445,974546,37015346,20865409,1001973,1560247,1173100,3480750,5170135,35907301,545537,2464603,2275210
2020-01-07,274868425,25820332,1164667,36928390,19055977,1031100,1278045,1221608,3084797,5203680,34851631,739454,2766695,2101436
2020-01-08,265674834,25228097,953662,36621276,18847627,945951,1522638,1222836,3102010,5128453,33862759,722166,2606210,2097265
2020-01-09,262894974,25384635,925992,36054566,18841346,951996,862628,1201297,3150723,5156600,33369765,731976,2496908,2095350
2020-01-10,257460877,23993193,893256,36115246,17925434,969913,921581,1189367,3512075,5031824,32887791,683582,2083519,2110192
2020-01-11,260429193,23983871,1011604,36792780,17455051,991767,1238045,1153732,3329880,5043468,32179711,644127,2101208,2074182
2020-01-12,278575834,27930501,1089237,38479566,20304789,1122749,1294618,1165752,3303700,5907902,36063746,658297,2249274,2189686
2020-01-13,277540873,26143640,977055,38992564,19286900,996942,900466,1227326,3181002,5434226,35144245,736664,2235333,2142912
2020-01-14,271661525,25635934,966870,36106702,19622604,988690,875084,1221470,3270911,5415701,34978921,742303,2221469,2100544
2020-01-15,261316738,25820006,949617,35148714,18918988,966240,2933781,1201241,3178240,5411364,34057790,706152,2241869,2130321
2020-01-16,262574894,24675901,979896,35236727,18084299,910892,5300689,1189374,3199677,5081533,33198063,690284,2200396,2163669
2020-01-17,253126793,23975823,898958,35021779,17470665,919826,3378658,1186894,3296192,5000990,32229437,627469,2102020,2084419
2020-01-18,255096104,23852475,967422,37357219,18420810,914534,3090115,1164272,3277054,4952003,31312433,526894,2078592,2067969
2020-01-19,277613184,27674159,1082742,38684823,20347484,1038999,2993356,1154876,3151894,5577478,36245102,670400,2220352,2124355
2020-01-20,281145569,26003740,947538,36762270,19406980,1005020,2740047,1266183,3266689,5319177,35791310,737766,2224938,2163234
2020-01-21,268440458,25782096,955557,36880622,18511809,982885,2659301,1248938,3166769,5171096,34815084,728399,2254956,2172925
2020-01-22,263249933,25687897,976486,38963810,19191637,946109,2596889,1265846,3172468,5354409,34701512,702179,2246393,2077591
2020-01-23,262433466,24487534,1000419,39083484,17948411,921631,2601957,1238893,3099562,5001083,34049606,707624,2298284,2083204
2020-01-24,257384061,23752825,892356,36288395,17100375,952338,2685938,1353934,3214882,4964891,31869051,629418,2010801,2171608
2020-01-25,255541977,23890952,890334,37003731,17744377,876426,2912149,1155701,3218266,4971244,30859097,666803,2092005,2029725
2020-01-26,278443117,27114347,931514,40392314,19632759,979528,2936193,1109745,3147876,5159626,34060408,629901,2308633,2067648
2020-01-27,292464883,27308407,1042812,37458729,20413436,994846,2875731,1252695,3309098,5429469,35415649,976852,2620476,2220871
